sentence,nsubj,root,nsubj_idx,root_idx,best_layer,best_head,attention_value
"Bütün insanlar , hayvanlar , bitkiler canlı kavramının kaplamı içine girerler .",insanlar,girerler,2,12,3,9,0.316502183675766
"Kadın masaya tabak , kaşık koyuyor .",Kadın,koyuyor,1,6,3,9,0.6507149338722229
Beklenen cevap gelince derhâl yazılacağı tabiidir .,cevap,tabiidir,2,7,3,11,0.22125229239463806
"Hekim hastasına ve çevresine karşı sorumludur , mesleğe ancak and içerek girebilir .",Hekim,girebilir,1,12,6,11,0.26874154806137085
Eskiden Alman kayzerlerinin taç giyme töreni Frankfurt'ta yapılırdı .,töreni,yapılırdı,8,12,4,0,0.8750662207603455
Belediye bu tahaccümün önüne geçebilmek için ' sevgi yumağı projesi'ni hayata geçiriyor .,Belediye,geçiriyor,1,17,4,3,0.5089710354804993
Evin tahliyesi iki gün sürdü .,tahliyesi,sürdü,2,5,4,0,0.7710098624229431
Tahtaları oynattığında üzerine topraklar dökülmeye başladı .,topraklar,başladı,6,8,4,0,0.4959307909011841
Yeni silinmiş tahtalar birkaç saniye içinde berbat oldu .,tahtalar,oldu,3,8,4,0,0.36584657430648804
O gece üst katla bizim odayı birleştiren merdivenin üstüne koca kapak takıldı .,kapak,takıldı,12,13,3,0,0.9999737739562988
Bu binayı merkez taburundan bir takım bekleyecek .,takım,bekleyecek,7,8,4,9,0.9998427629470825
"Babam kaşları çatılmış , başını sallayarak izliyor bizi .",Babam,izliyor,1,9,4,3,0.4124394357204437
Bu hoyrat düşünceleri bir şimşek süratiyle taban tabana zıt fikirler takip ediyor .,fikirler,ediyor,11,13,2,2,0.44583484530448914
Her memleket başkalarının yeniliklerini taklit ile başladığı intizama kendisinin eskiliklerini tahkik ile nihayet verir .,memleket,verir,2,17,7,3,0.3608328402042389
"Ona bu adı kim takmıştır , ne zaman takmıştır , bilemiyor .",kim,bilemiyor,4,13,3,9,0.2126663327217102
"Sen nasıl olsa memursun , taksitle her şeyi alabilirsin .",Sen,alabilirsin,1,10,2,11,0.20616498589515686
Demir Bey'den beklenilen talimat gelmişti .,talimat,gelmişti,6,7,4,9,0.9999299049377441
"Haydi Abbas , vakit tamam / Akşam diyordun işte oldu akşam",vakit,oldu,4,10,0,11,0.13504084944725037
Eczacı İhsan Bey'in tamburundan ağır tınlamalı birtakım sesler geliyordu .,sesler,geliyordu,12,13,3,0,0.9997004270553589
Genellemelere yatkın yapınız ancak bildiğinizi bir daha tanımanıza izin veriyor .,yapınız,veriyor,4,12,4,3,0.4445780813694
Cehennem inancında tamu sözcüğünün anlattığı belli bir cehennem tasarımı yoktur .,sözcüğünün,yoktur,5,11,0,1,0.1842801421880722
Onu bir de eski polisler tanır .,polisler,tanır,5,6,4,9,0.9998960494995117
Oğlan süngerlerin çeşidini zehir gibi tanıyordu .,Oğlan,tanıyordu,1,7,7,3,0.39576005935668945
Süvari daima dizginleri tartıp kısrağı zapta muktedir olduğunu ihsas etmeli .,Süvari,etmeli,1,15,7,3,0.38132143020629883
Bütün kadınlar da bu iki şahidi tasdik ettiler .,kadınlar,ettiler,2,8,7,3,0.30054211616516113
"Bir adam yanaştı , tasmasından tuttuğu güzel bir koyunu gösterdi .",adam,gösterdi,2,11,3,9,0.176113560795784
Taşçı Osman Efendi İstanbul'un en ünlü taşçılarından biriydi .,Osman,biriydi,2,12,0,11,0.151897132396698
"Facebook , sosyal paylaşım sitelerini adeta farklı bir boyuta taşıdı .",Facebook,taşıdı,1,10,5,11,0.40335458517074585
Değirmenin üstündeyse değirmen koluyla birleşen çarkı taşıyan bir çanak bulunur .,çanak,bulunur,12,13,4,9,0.9997991919517517
"Paris'teki kahvelerden birine gidecek olan bir Türk orada alaylı taşlamalar , kaba davranışlarla karşılanır .",Türk,karşılanır,10,18,5,11,0.36593693494796753
Acaba bizim taşıp köpürmelerimizi pek çocukça mı bulmuştu ?,bizim,bulmuştu,2,11,6,6,0.22617246210575104
Senin oğlan paşa paşa oturuyor .,oğlan,oturuyor,2,5,5,11,0.551251232624054
O akşamki tatsız olaya benim de canım sıkıldı .,benim,sıkıldı,5,8,5,6,0.2447776347398758
"Tatsız tuzsuz bir boşluk , sessizlik sürüp gider .",boşluk,gider,5,9,5,8,0.31847310066223145
"Hiçbir namuslu insan kendisine gönül vermiş bir kızdan , tavladım diye söz etmez .",insan,etmez,3,14,5,11,0.3467806577682495
"Osman Efendi , tayalık vazifesini üstüne almıştı .",Osman,almıştı,1,8,1,2,0.2939799129962921
Şu köşede çocuğuyla beraber bir taze oturuyor .,taze,oturuyor,6,7,3,0,0.9996316432952881
"Doktorlar ümitlerini keser gibi oldular , mutlaka tebdilihavaya gitmemi söylediler .",Doktorlar,söylediler,1,13,1,3,0.37235862016677856
Hanım evladını tepemize tebelleş eden kendisidir .,eden,kendisidir,9,10,3,0,0.999344527721405
"Makine yağının kokusunu , yeniliklerin çürümeye bırakılmasının hüznünü ilk kez o araçta oynarken duydum .",yeniliklerin,duydum,5,14,4,10,0.3242054879665375
"Yahya Kemal tecessüsü , üstelemeyi Doğuluların bir kusuru olarak görür .",Yahya,görür,1,14,4,3,0.3608357310295105
"Okurken tecvide riayetten kelimeler ağzında yassılanarak , yayvanlaşarak , incelerek çıkıyordu .",kelimeler,çıkıyordu,6,16,7,8,0.806013286113739
"Artık itirazlar , teçhiller , istihzalar , hiddetler birbirini takip ediyordu .",itirazlar,ediyordu,2,17,6,6,0.15815870463848114
Olmadık şaklabanlıklar yaparak onun çığlık çığlık gülmesini sağlamaya çalışmıştım .,onun,çalışmıştım,8,14,5,8,0.4143596291542053
Sporcular ne tedarikli ne çevik çocuklar .,Sporcular,çocuklar,1,7,7,3,0.5314238667488098
"Herkes tedirgin , kuruntulu ve heyecanlı .",Herkes,tedirgin,1,2,4,9,0.9997654557228088
"Şişman , kısa boylu bir yüzbaşı usulsüzlükte , şarlatanlıkta , inatta hepimizi bastırıyor .",yüzbaşı,bastırıyor,6,16,7,3,0.33855676651000977
Hiçbirini tefsire ve hiçbirinden mana çıkarmaya kimsenin dili varmaz olmuştu .,kimsenin,olmuştu,10,13,9,6,0.27322161197662354
Hemen her ev yarı saray ve yarı tekke gibi bir şeydi .,ev,şeydi,3,11,5,11,0.4416217505931854
Sefere kalkacak bir sürü tekne vardı limanda .,tekne,vardı,6,7,4,9,0.999935507774353
Futbol takımını yapan tek seçici gibi herkesi her yerde deniyordu .,herkesi,deniyordu,7,10,4,0,0.7554458975791931
Tek tük ışıklar pırıldamaya başlamıştır .,ışıklar,başlamıştır,3,7,4,0,0.5380386710166931
Tek yanlı düşünme gerçekleri görmeye engeldir .,düşünme,engeldir,3,6,5,11,0.5698475241661072
Köşeyi döner dönmez sokaklarda görmeye alışık olduğumuz türden bir telefon kulübesi dikiliyor karşıma .,kulübesi,dikiliyor,12,13,4,9,0.9995902180671692
"Dünya futbol turnuvası , bir aydır tüm dünyayı camekânlı kutu önünde topluyor .",turnuvası,topluyor,3,15,7,3,0.3705745339393616
Telsiz dediğimiz de nihayet sonunda gene tele dayanıyor .,dediğimiz,dayanıyor,2,8,7,8,0.4577837586402893
İki şehir arasında temas kesildi .,temas,kesildi,4,5,3,0,0.9995520710945129
"Artık benim gündelikle çamaşıra , ortalık temizlemeye gitmemden başka çare kalmadı .",benim,kalmadı,2,14,6,6,0.3196982145309448
"Temkinli , ağır hareketler hoş görülüyor , daha tesir yapıyordu .",hareketler,yapıyordu,6,12,7,8,0.38104018568992615
Acayip ve tempolu bir ses geliyor .,ses,geliyor,5,6,3,0,0.9997950196266174
Bir sanat eserini tenkit ne güç iştir .,tenkit,iştir,4,7,7,8,0.6578508019447327
En üst setin bir özelliği ağaçtan ağaca tente gerilmiş olmasıdır .,özelliği,olmasıdır,5,10,5,6,0.9301246404647827
"Bir küçük çırak , koltuğunda pasta dolu bir tepsiyle dışarı çıktı .",çırak,çıktı,3,12,3,9,0.41601917147636414
"Sonra beyaz bir maşlahla o hanım ve arkasında bir zenci kız ince iskeleden terazileniyor , yaylanıyor gibi geçiyorlar .",hanım,geçiyorlar,8,24,1,11,0.08705879747867584
"Böyle bir terbiyesiz , misafir diye çağrılır mı ?",terbiyesiz,çağrılır,3,7,5,8,0.35615330934524536
"Biz , telif eser ayarında bir sanat kıymeti taşıyan tercümelere teşekkür edelim .",Biz,edelim,1,13,7,8,0.701423168182373
"Kalaycılık , kasaplık , terlikçilik gibi sanatlar melezlerin elindedir .",sanatlar,elindedir,10,13,7,8,0.505695104598999
Benim termosumda bir parça su kalmıştı .,su,kalmıştı,6,7,3,0,0.9998524188995361
"İstanbul'un camileri , tersaneleri , uzaktan seyrettiği sarayları onu çok meşgul etti .",camileri,etti,4,15,1,2,0.12946324050426483
Başkalarının dikişi görünüşte bizimkinden ayırt edilmez gibidir .,dikişi,edilmez,2,7,7,3,0.3274358808994293
"Ev sahibi erkek beni , kadın da onu teskine uğraşıyordu .",erkek,uğraşıyordu,3,11,4,3,0.1367291659116745
Öz şiir tesmiyesini gülünç ve iddialı görenler vardı .,görenler,vardı,9,10,3,0,0.9991530179977417
Türkiye Büyük Millet Meclisindeki siyasi parti gruplarınca yasama dokunulmazlığı ile ilgili görüşme yapılamaz .,görüşme,yapılamaz,14,15,3,0,0.9998633861541748
"Bu suçlar arasında en büyüklerinden biri de uğurlama , karşılama törenlerinin kaldırılması oldu .",biri,oldu,6,13,4,0,0.4644697904586792
"Bir çay bardağını dökmeden içebilmek , tetiği eli titremeden çekebilmek kadar bir itiyat meselesidir .",eli,meselesidir,10,18,0,5,0.07283634692430496
Ama zeytinyağı tüccarı böyle bir değişikliği kesinlikle tasvip etmezdi .,tüccarı,etmezdi,3,9,8,10,0.4566776156425476
Yüreği tıp tıp atıyor .,Yüreği,atıyor,1,4,1,6,0.9435743689537048
"Hem yalnız bu değil , hepsi böyle , tırhallı , bir hâlli .",bu,böyle,3,7,3,9,0.3325822651386261
Kurban edilecek hayvanların iki tırnaklı olması lazımdır .,hayvanların,lazımdır,3,8,9,6,0.23693598806858063
Bu pulların tırtıllarından biri kopmuş .,biri,kopmuş,6,7,4,9,0.9988313317298889
Ne ziraat ne ticaret için kâfi nüfus kaldı .,nüfus,kaldı,7,8,4,9,0.9997033476829529
"Mektup uzun değildi , biraz da ticari bir lisanla yazılmıştı .",Mektup,yazılmıştı,1,11,5,1,0.6970794200897217
"Abdi Bey , sol gözünde beliren bir tikle , yay gibi gergin ve mosmor dudakları titreyerek onları seyretti .",Abdi,seyretti,1,20,0,5,0.09970001876354218
Pek tipik ve âdeta alametifarikalı bir kadını bulmak zor değildir .,bulmak,zor,10,11,3,0,0.999578058719635
Rıhtım kenarlarında en taze yosunların tirşe çizgisi var .,çizgisi,var,9,10,4,9,0.9990418553352356
Tohumu kurudu .,Tohumu,kurudu,1,2,4,9,0.9995841383934021
"Alın tokmağı vurun davula , sabahın ilk saatlerinde sesi başka çıkar .",sesi,çıkar,11,13,3,6,0.9345136880874634
"Bu demir yolu , bu yana gidersen derenin boyuna alır , iner Kara Hasan toluna .",yolu,iner,3,12,1,4,0.1547580063343048
"O , o zaman vara yoğa gülen tombalak bir çocuktu .",O,çocuktu,1,12,7,8,0.3871318995952606
Havası boşalmış bir futbol topu .,Havası,topu,1,5,5,6,0.38280192017555237
"Bunlardan sonra top sakallı , çocuk yüzlü Şaban'ın dizi en çok sevdiği yerdi .",dizi,yerdi,11,15,6,2,0.4030185639858246
"Toplumcu bir görüş , insanı bütün yanlarıyla ele almak zorundadır .",görüş,zorundadır,3,11,9,10,0.27425140142440796
"Mehtap , artık yalnız küçük bir koyun içinde tortulaşmaya başladı .",Mehtap,başladı,1,11,4,3,0.45616456866264343
Ali Efendi yelek cebinden tostoparlak bir kâğıt parçası çıkardı .,Ali,çıkardı,1,11,7,3,0.22248049080371857
Bak gene bir tutam saçak tütün kalmadı .,tütün,kalmadı,6,7,4,9,0.9998763799667358
Trajikomik uyumlar sağlamaktansa kurumuş kurutulmuş yaşamlar yeğ benim için .,yaşamlar,yeğ,10,11,3,0,0.9999960660934448
Boya tutmadı .,Boya,tutmadı,1,2,3,0,0.9991737008094788
Herkes aklından bir sayı tutsun .,Herkes,tutsun,1,5,7,3,0.6655173301696777
Her insan kendi kuruluşuna uygun bir romantizmin tutsağı .,insan,tutsağı,2,9,5,11,0.4547646641731262
Muhalefeti ortadan kaldırmaya niyetli olan Damat Ferit Paşa'nın ilk işi bir sürü yeni tutuklamalar oldu .,işi,oldu,13,18,7,8,0.7306522130966187
Rıza Bey'in ayak parmakları mayasıl olmuştur .,parmakları,olmuştur,6,9,5,11,0.477500855922699
Bütün pencereler eskisi gibi çiçekli ve tül perdeliydi .,pencereler,çiçekli,2,5,9,2,0.4318220019340515
Her şey bütün bağlantılarıyla anlaşılmadan o tek tümceyi çevirtmek istemiyordu .,şey,istemiyordu,2,14,4,0,0.22764843702316284
"Parça bütünün , cins türün yerine geçti mi daralma olur .",Parça,olur,1,10,3,9,0.1680501103401184
Köy yolları tozdan ve çamurdandır ama sevgi ve ızdırapla doludur .,yolları,tozdan,2,3,4,9,0.9999911785125732
"Türklüğün unutulmuş medeni vasfı ve büyük medeni kabiliyeti , bundan sonraki inkişafı ile , atinin yüksek medeniyet ufkundan yeni bir güneş gibi doğacaktır .",vasfı,doğacaktır,4,26,0,6,0.10395561158657074
"Hukuk daima âdetlerin peşinden gider , önüne geçmez .",Hukuk,gider,1,6,7,3,0.5198216438293457
"Doktorlar falan filan hap , banyo ve uçkur perhizi tavsiye etmiş .",Doktorlar,etmiş,1,13,7,8,0.45468705892562866
Bu gece tahta perde uçmuş .,perde,uçmuş,4,5,3,0,0.9999645948410034
Bizim kitaplar uçmuş .,kitaplar,uçmuş,2,3,3,0,0.9998958110809326
Bahçenin çevresi lavanta çiçekleriyle çevrili .,çevresi,çevrili,2,6,4,0,0.7747819423675537
"Onlar da uğurlar dilediler , aralarında konuşmaya başladılar .",Onlar,başladılar,1,9,9,6,0.2538106143474579
"Ulan , bizim sokak çocukları ne insan şeyler be !",çocukları,şeyler,5,8,5,11,0.3734642267227173
"Boğazında acı bir yumru , gözleri kupkuru , yüzükoyun mutfağın taşlarına kapandı , uludu .",gözleri,kapandı,7,15,4,0,0.38620319962501526
Kim aldırır ?,Kim,aldırır,1,2,4,9,0.9994975328445435
Daha sonra bir iki dalga daha onu umutlandırarak sahile attı .,dalga,attı,5,13,7,3,0.3468692898750305
Bunların hepsi de çok güzel sesli ve oyunun en ustaları arasından seçildi .,hepsi,sesli,2,6,8,2,0.3317786753177643
Onlar huylarını ya bilmez ya açığa vurmaz ya ustalıkla gizler ya sarahatle duyurmaz ve bizi aldatabilirler .,Onlar,bilmez,1,5,5,11,0.529679000377655
Zeki ve uyanık kişilerle dostluk kadar iyi bir şey olamaz .,şey,olamaz,9,10,4,9,0.9996262788772583
Fakat gitgide içlerine uygunsuz adamlar ve türlü fesatlar karışmış .,adamlar,karışmış,5,10,6,10,0.31262362003326416
"Kış süresince uykuda olan ağaçlar , baharla birlikte uyandı .",ağaçlar,uyandı,5,10,5,8,0.5533995032310486
Kravat ceketine uymuş .,Kravat,uymuş,1,4,5,11,0.3961654007434845
"Şu köşe rafında toz şeker kutusu var , uzatıver bana .",kutusu,var,7,8,4,9,0.9997972846031189
Arkadaş çalgısını bir iki defa üfledikten sonra döndü .,Arkadaş,döndü,1,10,4,3,0.41818758845329285
Kendilerine bir kimse bulunamıyor ki ülfet etsinler .,kimse,bulunamıyor,3,4,4,9,0.9994951486587524
"Bunların aralarında ülkücü ve vatanlarını canlarından binkat fazla seven gazeteciler , yazarlar vardı .",gazeteciler,vardı,13,16,5,9,0.30799147486686707
Şafağa doğru otomobil sesi duyuldu .,sesi,duyuldu,5,6,3,0,0.9999665021896362
Yine havlayan köpeklerin üstüne kahvelerden solgun kumar ışığı vuruyordu .,ışığı,vuruyordu,10,11,3,0,0.999906063079834
Memleket sağlam bir hareket üssü hâlinde kalmalıdır .,Memleket,kalmalıdır,1,7,4,0,0.8030069470405579
Koca üstat hemen rasttan bestelediği bir şarkıyı mırıldanmaya başladı .,üstat,başladı,2,11,7,3,0.3093039095401764
Arkadaşım aşk ve evlilik üstüne konuşulacak şeyler bulmuştu .,Arkadaşım,bulmuştu,1,8,3,9,0.5737584233283997
Bu katmer katmer manalarla olgunlaşan bakışları . sessiz bir monolog söyler gibiydi .,bakışları,söyler,8,14,7,3,0.23857809603214264
Ütüsüz ve beli oturmamış pantolonunu çekti .,beli,çekti,4,8,3,9,0.12146523594856262
Ara sıra bazı kimselerin bu banka idare meclisi üyeliklerine tayininde vetosunu dayatmaya kalkıştığını işittim .,kimselerin,işittim,4,18,4,3,0.2294187992811203
İçlerinden biri titrek ve üzünçlü bir sesle hicazkâr üzerinde gezinmeye başladı .,biri,başladı,2,15,7,8,0.29488202929496765
Bütün bunlar güneşli ve rüzgârlı bir günün boş vaatleri miydi ?,bunlar,vaatleri,2,10,7,3,0.7193779349327087
"Aklın kavrayamadığı hakikatlere , tasavvuf ve vahiy yolu ile erişilebilir .",Aklın,erişilebilir,1,12,0,0,0.16729144752025604
"Adada vahşi bir kabile varmış , dikkatli davranalım .",kabile,varmış,4,5,4,9,0.9998224377632141
Vakanüvislik gibi tanık olunan konuları yazma diye bir çalışma alanı var .,alanı,var,13,14,3,0,0.9984416365623474
Beni bu güzel havalar mahvetti / Böyle havada istifa ettim / Evkaftaki memuriyetimden,havalar,mahvetti,4,5,4,9,0.9999041557312012
"Bu , vakitli bir iş sayılmaz .",Bu,sayılmaz,1,7,5,11,0.5609402060508728
Vapur saat birde hareket etti .,Vapur,etti,1,5,1,8,0.4986649751663208
"Varlık bilimi , var olanın varlığı ve genel var olma ilkeleri üzerine XVII. yüzyıldan beri kullanılan bir kavramdır .",bilimi,kavramdır,2,19,8,11,0.40808579325675964
"Geçim bakımından da aynı yolu tutanlar vardır ; memur kayırmak , mümkünse vasıta olmak suretiyle !",tutanlar,vardır,6,7,4,9,0.999606192111969
"Şiirde biçim , gerekli parçaları yerli yerine koymaktır .",biçim,koymaktır,2,8,7,3,0.5435436367988586
Ben bu sevdadan vazgeçmem,Ben,vazgeçmem,1,5,4,0,0.6607915759086609
Nedim bugün vazifesine geç geldi .,Nedim,geldi,1,6,4,3,0.4319462478160858
"İnfaza , vazifeli şahıslardan başka , kimse kabul edilemez .",kimse,edilemez,9,11,5,9,0.5064275860786438
O sıralarda babam bir ara kaymakama vekâlet ediyordu .,babam,ediyordu,3,9,4,0,0.46952110528945923
1916 sonlarında Mustafa Kemal ikinci ordu komutan vekilliğine atanmıştır .,Mustafa,atanmıştır,3,10,0,5,0.15376877784729004
"Okumadığım zaman tavukların bahçesindeyim , yemlerini ben veririm .",ben,veririm,10,11,3,0,0.9998190999031067
"İki cephane depomuz vardır ki bunlar , seksen otomobil ve bütün ordu vesaitiyle altı ayda oraya depo edilmiştir .",bunlar,edilmiştir,7,21,5,11,0.19660648703575134
Babam veznecilik yapar .,Babam,yapar,1,4,7,3,0.7897641658782959
"Tüm insanlar dünyaya , kafa ve yüreklerinde bir iç mahkeme ile gelirler .",insanlar,gelirler,2,13,3,9,0.5585128664970398
Bu geniş viranelikte bize bu kadar bitişmenin manası var mı ?,manası,var,10,11,4,9,0.9998190999031067
"Şimdilik olaylar , vodviller kadar iç içe ve karmaşık .",olaylar,içe,2,8,8,11,0.34859147667884827
Bizim evin bacası çekmiyor .,bacası,çekmiyor,3,4,4,9,0.9992570281028748
Kalbi öylesine kopacakmış gibi vuruyordu .,Kalbi,vuruyordu,1,6,4,0,0.5044397711753845
Hamalın biri sırtına koca bir ayna vurmuş götürüyordu .,biri,götürüyordu,3,9,10,8,0.3466242253780365
O vurtut içinde o da gitti .,o,gitti,5,7,5,9,0.5405754446983337
Ya bu adam kim ?,adam,kim,3,4,3,0,0.9991679191589355
Biz de gelelim mi ?,Biz,gelelim,1,3,2,9,0.8031055927276611
